20150110,"Γρηγορίου επισκόπου Νύσσης, Δομετιανού επισκόπου Μελιτινής, Μαρκιανού πρεσβυτέρου και οικονόμου της Μεγάλης Εκκλησίας και Αμμωνίου, Θεοσεβίας της διακονίσσης, Οσίων Παύλου και Μακαρίου εκ Ρωσίας, Αντίπα Αθωνίτου, Θεοφάνους του Ερημίτου","Γρηγόριος (Γόλης, Γρηγόρης), Γρηγορία, Δομετιανός",,,0,5,https://el.wikipedia.org/wiki/10_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150111,"Η Σύναξις των Μυρίων αγίων Αγγέλων, Υγίνου, επισκόπου Ρώμης, Μαρτύρων Μαΐρου, Πέτρου, Σεβερίου και Λευκίου, Οσίων Ευπραξίας εκ Ρωσίας, Βιταλίου και Θεοδοσίου του Κοινοβιάρχου, Αγαπίου του αρχιμανδρίτου, Θεοδώρου και Στεφάνου, του εν Πλακιδιναίς, Θεοδοσίου επισκόπου Τραπεζούντας και Θεοδοσίου ηγουμένου της εν Άθω ιεράς Μονής του Φιλοθέου, του Θεσσαλονικέως, Μιχαήλ, του δια Χριστόν σαλού, Νεομάρτυρος Νικηφόρου, Εγκαίνια ναού Αγίου Στεφάνου του εν Πλακιδιαναίς, Εγκαίνια Ναού Μάρκου Αποστόλου πλησίον του Ταύρου, Εγκαίνια της Μεγάλης του Χριστού Εκκλησίας εν Θεσσαλονίκη","Θεοδόσιος (Δόσης, Δόσιος, Θεοδόσης), Θεοδοσία (Θεοδόσω)",,,0,5,https://el.wikipedia.org/wiki/11_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150112,"Μνήμη των αγίων οκτώ Μαρτύρων, Μαρτύρων Τατιανής, Ευθασίας, Μερτίου, Φιλοθέου, Ζωτικού, Ρογάτου, Μοδέστου, Καστουλίου, Πέτρου του Αβεσαλαμίτου, Αθανασίου του ομολογητού, Αγίου μάρτυρος Αρκαδίου, Ιερομάρτυρος Βασιλείου, Αγίου Βενεδίκτου, Οσίων Ευπραξίας, Μαρτινιανού, Γαλακτίωνος του δια Χριστόν σαλού, και Ηλιού του θαυματουργού του εν τω «Παραδείσω», Τιγρίου Πρεσβυτέρου και Ευτροπίου, Εϊλιανού εκ Ρώμης, Θεοδοσίου εκ Ρωσίας, Ιωάννου επισκόπου Ραβέννης, Σύναξις της Υπεραγίας Θεοτόκου της Μεσοπαντητίσσης εν Κρήτη, Σύναξις της Υπεραγίας Θεοτόκου της Γαλακτοτροφούσης, Σύναξις της Υπεραγίας Θεοτόκου του Ακαθίστου (της Μονής Χιλανδαρίου), Μνήμη Ναού Αγίου Αλεξάνδρου πλησίον των Αγίων Αποστόλων","Μέρτιος (Μέρτης, Μέρτος, Μύρτος), Μερτία (Μέρτα, Μέρτη, Μυρτιά), Τατιανή (Τάνια, Τατιάνα, Τάτια, Τίτη)",,,0,6,https://el.wikipedia.org/wiki/12_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150113,"Μαρτύρων Ερμύλου και Στρατονίκου, Νικολάου του Γραικού, Αθανασίου Μάρτυρος, Παχωμίου και Παπυρίνου, Οσίων Ελεαζάρου, Ιακώβου του από της Νισίβεως και Μαξίμου του Καυσοκαλυβίτου, Ειρηνάρχου του Εγκλείστου, Ιλαρίου επισκόπου Πικτώνων, Ρεμιγίου επισκόπου Ρημών, Κεντιγκέρνου Επισκόπου, Εγκαίνια της μονής του Προφήτου Ηλιού","Ερμύλλος (Ερμίλλος), Ερμύλλη (Ερμίλλη, Ερμύλα)",,,0,6,https://el.wikipedia.org/wiki/13_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150114,"Των Αγίων 38 Αββάδων των εν Σινά αναιρεθέντων και των Αγίων 33 Αββάδων των εν Ραϊθώ αναιρεθέντων, Νίνας Ισαποστόλου, Αγνής Μάρτυρος, Οσίων Θεοδούλου, Στεφάνου, Αδάμ, Σάββα πρώτου Αρχιεπισκόπου Σερβίας, Ιωαννικίου αρχιεπισκόπου Τυρνόβου, Μνήμη των οσίων πατέρων ημών Ακακίου, Ιωσήφ, Σεργίου, Αντωνίου, Βαρλαάμ, Ιώβ και Πέτρου, των εκ Ρωσίας","Νίνας, Νίνα",,,4,6,https://el.wikipedia.org/wiki/14_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150115,"Μνήμη των αγίων εξ Πατέρων, Μαρτύρων Ελένης, Σεκουνδίνης, Ελπιδίου, Δάνακτος και Πανσοφίου, Οσίων Γαβριήλ, Προχόρου, Παύλου του Θηβαίου, Ιωάννου του «Καλυβίτου», Αλεξάνδρου του ακοιμήτου, Βαρλαάμ εκ Ρωσίας, Δανιήλ του Στυλίτου του εν Ευβοία, Ίτας της εξ Ιρλανδίας, Σαλώμης και Περοζράβας, των εκ Γεωργίας","Σεκούνδος, Σεκουνδίνη",,,0,6,https://el.wikipedia.org/wiki/15_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150116,"Η προσκύνησις της τίμιας αλύσεως του αγίου και ενδόξου αποστόλου Πέτρου, Μαρτύρων Ελασίππου, Μεσίππου και Πευσίππου των αυταδέλφων και Νεονίλλης, Δάνακτος του αναγνώστου, εξ Αυλώνας Βορείου Ηπείρου, Νεομαρτύρων Δαμασκηνού του μοναχού και πρεσβυτέρου, του εν Γαμπρόβω Τυρνόβου και Νικολάου του Μυτιληναίου, Γερασίμου Παλλαδά, πατριάρχου Αλεξανδρείας, Ελπιδίου και Ελένης, Οσίου Ρωμύλου και των συν αυτώ, Οσίου Ονωράτου, αρχιεπισκόπου Αρελάτης, Αγίου Μαξίμου της Τόμτα, του δια Χριστόν σαλού","Ελάσιππος, Μέσιππος, Πεύσιππος",,,3,7,https://el.wikipedia.org/wiki/16_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150117,"Αγίου Αντωνίου του Μεγάλου, Αντωνίου του νέου, του εν Βερροία ασκήσαντος, Αντωνίου αρχιεπισκόπου Νόβγκοροντ, Αντωνίου επισκόπου Βολογκντά και Αντωνίου του Μετεωρίτου, Οσίου Φιλοθέου του Μετεωρίτου, Αριστοτέλους και Αχιλλέως (Αχιλλά), Αγίου Μάρτυρος, Θεοδοσίου του ευσεβούς βασιλέως του Μεγάλου, Ιουνίλλας και Τουρβώνος, του νοταρίου, Νεομάρτυρος Γεωργίου του εν Ιωαννίνοις, εκ Τσούρχλιου Γρεβενών","Αντώνιος (Αντώνας, Αντώνης, Αντωνίνος, Νάκος, Τόνης, Τόνυ), Αντωνία (Αντωνίνα, Τόνια), Θεοδόσιος (Δόσης, Δόσιος, Θεοδόσης), Θεοδοσία (Θεοδόσω)",,,0,7,https://el.wikipedia.org/wiki/17_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150118,"Αθανασίου και Κυρίλλου πατριαρχών Αλεξανδρείας, Οσίου Αθανασίου, του δια Χριστόν σαλού, Οσίου Αθανασίου εκ Ρωσίας, Μάρτυρος Θεοδούλης και των συν αυτή Ελλαδίου του Κομενταρησίου, Θεοδούλου, Βοηθού, Ευαγρίου, Μακαρίου, Αγίας μάρτυρος Ξένης, Οσίων Σιλβάνου, Εφραιμίου επισκόπου Μηλασσών και Μαρκιανού του από Κύπρου, Ιωακείμ εκ Βουλγαρίας, Εφραίμ και Αλεξίου, των εκ Γεωργίας, Μαξίμου επισκόπου Ουγγροβλαχίας","Αθανάσιος (Θανάσης, Θανάσος,  Θάνος, Νάσος), Αθανασία (Θανασία, Νάσα, Νάσια, Νάνσυ), Θεόδουλος (Θεοδούλιος, Θεοδούλης), Θεοδουλία (Θεοδούλα, Θεοδούλη, Θεόδουλη), Κύριλλος, Κυριλλία (Κυρίλλα, Κυρίλλη)",,,0,7,https://el.wikipedia.org/wiki/18_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150119,"Μάρκου του Ευγενικού, επισκόπου Εφέσου, Οσίων Μακαρίου του Αιγυπτίου, Μακαρίου του Αλεξανδρέως, Μακαρίου επισκόπου Ιερισσού, Μακαρίου (Καλογερά) ιεροδιακόνου του Πατμίου, Μακαρίου του Νηστευτού, Μακαρίου Ρωμαίου, Αρσενίου αρχιεπισκόπου Κερκύρας, Μαρτύρων Ευφρασίας, Λουκιανού, Παύλης και των νηπίων Κλαυδίου, Υπατίου, Παύλου και Διονυσίου, Μαρτύρων Παύλου, Γεροντίου, Ιανουαρίου, Σατουρνίνου, Σακεσσίου, Ιουλίου, Κατίου, Πίου και Γερμανού, Κοσμά του «Χρυσοστομάτου», Θεοδότου επισκόπου Κυρηνείας, των εν Κύπρω, Μελετίου ομολογητού του Γαλησιώτου, Αντωνίου του Στυλίτου, Θεοδώρου του Νόβγκοροντ, του δια Χριστόν σαλού, Ανάμνησις του εν Νικαία μεγίστου θαύματος Μεγάλου Βασιλείου, Ανακομιδή του λειψάνου του Αγίου Γρηγορίου του Θεολόγου, Επάνοδος του ιερού λειψάνου του Οσίου Ευθυμίου του Μεγάλου, Η μετακομιδή των ιερών λειψάνων του Οσίου πατρός ημών Σάββα της Στορόζα της Ρωσίας","Ευφράσιος (Ευφράσας, Ευφράσης, Φράσας, Φράσης, Φράσιος), Μακάριος (Μακαράς, Μακάρης), Μακαρία (Μακάρω)",,,0,0,https://el.wikipedia.org/wiki/19_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150120,"Αγίου Ευθυμίου του Μεγάλου, Ευθυμίου Αρχιεπισκόπου Τυρνόβου, Ευθυμίου εκ Ρωσίας και Ευθυμίου Ησυχαστού, Οσίων Λαυρεντίου Εγκλείστου και Θεοδώρου Δικαίου, Μαρτύρων Βασιλείδου, Βάσσου, Ευσεβίου και Ευτυχίου, των Συγκλητικών, Μαρτύρων Αγνής και Θύρσου, Μαρτύρων Άννης και Ευσεβίου, Μαρτύρων Ιννά, Πιννά και Ριμμά «των κρυσταλλίνων», Νεομάρτυρος Ζαχαρίου του Αρταίου, του εν παλαιαίς Πάτραις, Πέτρου του τελώνου, Λέοντος του ευσεβέστατου βασιλέως, του καλουμένου Μακέλλη, του Θρακός","Ευθύμιος (Ευθύμης, Θέμης, Θύμιος), Ευθυμία, Θύρσος (Θύρσης), Θύρσα (Θύρση), Φαβιανός, Φαβιανή",,,0,0,https://el.wikipedia.org/wiki/20_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150121,"Πάντων των αγίων Μαρτύρων, «οίτινες εμαρτύρησαν από του χρόνου του Στεφάνου μέχρι της παρούσης ημέρας», Μαξίμου του ομολογητού, Μαξίμου του Γραικού, αναμορφωτή της Ρωσικής Εκκλησίας, Των αγίων τεσσάρων Μαρτύρων, Μαρτύρων Αναστασίου, Πατρόκλου, Αγνής και Νεοφύτου, Μαρτύρων Γαβριήλ, Σιωνίου και των συν αυτοίς, Ακύλα, Ευγενίου, Κανδίδου και Ουαλεριανού, Ζωσίμου επισκόπου Συρακούσης και Νεοφύτου του προσμοναρίου, του εν Βατοπεδίω, Οσίων Απολλωνίου, Τίμωνος και Νεοφύτου, Σύναξις της Αγίας Ειρήνης εν τη αγιωτάτη Εκκλησία και Εγκαίνια Ναού Αγίας Ειρήνης, Σύναξις της Υπεραγίας Θεοτόκου της Παραμυθίας","Αγνή, Ευγένιος (Ευγένης), Ευγένια (Ευγενεία, Ευγενίκη, Τζένη), Μάξιμος, Μάξιμη (Μάξιμα), Νεόφυτος, Νεοφυτία (Νεοφύτη), Πάτροκλος (Πατροκλέας, Πατρόκλειος, Πατροκλής), Πατρόκλεια (Πάτρα, Πατροκλά)",,Παγκόσμια Ημέρα Αγκαλιάς,4,0,https://el.wikipedia.org/wiki/21_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150122,"Τιμοθέου Αποστόλου, επισκόπου και μάρτυρος, Οσιομάρτυρος Αναστασίου του Πέρσου, Γεωργίου επισκόπου Δεβελτού, Μανουήλ μητροπολίτου Αδριανουπόλεως Πέτρου αρχιερέως, Λέοντος επισκόπου Νικαίας, Σιωνίου, Γαβριήλ, Ιωάννου και Λέοντος των στρατηγών, Παρόδου πρεσβυτέρου και των λοιπών τριακοσίων εβδομήντα επτά Μαρτύρων, Γαυδεντίου επισκόπου Νοβάρα, Βικεντίου και Αναστασίου των διακόνων, Οσίου Ιωσήφ (Σαμάκου) ηγιασμένου, του εξ Αζοκεράμου της Κρήτης και νυν εν Ζακύνθω, Οσίου Μακαρίου εκ Ρωσίας, Αγίου Ιωάσαφ, φωτιστού της Αλάσκας, Ανάμνηση ευρέσεως εικόνος Παναγίας Ελεηστρίας","Αναστάσιος (Αναστάσης, Ανέστης), Αναστασία (Νατάσα, Νατάσσα, Σία, Τάσα, Τασία, Τασσώ, Τατία, Τέσα, Τέσσυ), Τιμόθεος (Θέος, Τιμάς, Τίμης, Τίμος), Τιμοθέη (Θέα, Θέη, Τίμα, Τίμη, Τιμοθέα)",,,0,1,https://el.wikipedia.org/wiki/22_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150123,"Κλήμεντος ιερομάρτυρος, επισκόπου Αγκύρας, Μάρτυρος Αγαθαγγέλου, Αγίων ιερομαρτύρων Βλαδιμήρου, μητροπολίτου Κιέβου και Ανατολίου, επισκόπου Οδησσού, Αχολίου επισκόπου Θεσσαλονίκης, Αθανασίου αναγνώστου, Οσίων Διονυσίου του εν Ολύμπω, Αλεξάνδρου εκ Ρωσίας, Γενναδίου εκ Λιθουανίας, Ευσεβίου ηγουμένου εν τη μονή του αββά Αμμωνίου, Μαυσιμά του Σύρου και Σαλαμάνου του ησυχαστού, Σύναξις πάντων των εν Κοστρόμα της Ρωσίας διαλαμψάντων Αγίων, Σύναξις της Υπεραγίας Θεοτόκου της Δακρυροούσσης","Αγαθάγγελος, Αγαθαγγέλα (Αγαθαγγέλη), Διονύσιος (Διονύσης, Νιόνιος, Ντένης, Νύσης), Διονυσία (Νύσα, Ντενίζ, Σίσσυ)",,,4,1,https://el.wikipedia.org/wiki/23_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150124,"Οσίας Ξένης, της δια Χριστόν σαλής και των δύο αυτής θεραπαινίδων, Ιερομάρτυρος Βαβύλα του εν Σικελία και των μαθητών αυτού, Τιμοθέου και Αγαπίου, Νεοφύτου του Εγκλείστου, Φίλωνος του θαυματουργού και Θεοπρόβου, επισκόπων Καρπασίας, Μαρτύρων Θεοδοτίωνος, Παύλου και Παυσιρίου αυταδέλφων, Βαρσίμου και των δύο αυτού αδελφών, Ελλαδίου του Κομενταρησίου, Χρυσοπλόκης, Ιωάννου εκ Καζάν, Οσιομάρτυρα Κάντοκ, Οσίων Ζωσιμά και Μακεδονίου του «κριθοφάγου», Ερμογένους και Φιλήμονος επισκόπου Καρπάθου, Φιλιππικού του πρεσβυτέρου, Των επτά Οσίων της Μονής Φιλοθέου, Φιλόθεου πρωτίστου δομήτορος αυτής, Θεοδοσίου ηγουμένου και μητροπολίτου Τραπεζούντας, Διονυσίου και Συμεώνος, Δομετίου του ησυχαστού, Δαμιανού και ιερομάρτυρος Κοσμά του ισαποστόλου, Ανάμνηση της θαυματουργικής διάσωσης του Αγίου Νεοφύτου, Ανακομιδή Λειψάνων Αναστασίου του Πέρσου, Μνήμη εγκαινίων Ναού Ιωάννου Προδρόμου, πλησίον του Ταύρου, Μνήμη των εγκαινίων του ναού του Αγίου Ζαχαρίου, Ανάμνησις των εγκαινίων της μεγάλης εκκλησίας εν Θεσσαλονίκη","Ζωσιμαίος (Ζήσης, Ζήσιμος, Ζώσης, Ζωσιμάς, Ζώσιμος), Ζωσιμαία (Ζώσα, Ζωσιμίνα), Ξένος (Ξένιος), Ξένη (Ξένια), Φίλων (Φίλωνας), Φιλονίλλη",,,0,1,https://el.wikipedia.org/wiki/24_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150125,"Γρηγορίου αρχιεπισκόπου Κωνσταντινουπόλεως, του Θεολόγου, Μάρτυρος Μεδούλης και της συνοδείας αυτής, Νεομάρτυρος Αυξεντίου του εκ Βελλάς, Αγίου Βρεταννίου, Οσίων Απολλώ, Δημητρίου του σκευοφύλακος, Καστίνου επισκόπου Βυζαντίου και Μάρη του ψάλτου, Οσιομάρτυρος Ελισάβετ, Πουπλίου του εν τω Ευφράτη και Θεοδότου ηγουμένου της μονής «Πουπλίου», Μωϋσέως, αρχιεπισκόπου Νόβγκοροντ, του Θαυματουργού, Βλαδιμήρου Μητροπολίτου Κιέβου, Βασσιανού, αρχιεπισκόπου Ροστόβ, Οσίου Ανατολίου της Όπτινα, Γαβριήλ εκ Γεωργίας, Σύναξις πάντων των εν Ρωσία αγίων Νεομαρτύρων, Σύναξις Υπεραγίας Θεοτόκου της Παραμυθίας εν Ρωσία","Γρηγόριος (Γόλης, Γρηγόρης), Γρηγορία, Μαργαρίτα (Ρίτα)",,,0,1,https://el.wikipedia.org/wiki/25_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
20150126,"Οσίου Ξενοφώντος, της συμβίας αυτού Μαρίας και των τέκνων αυτού Αρκαδίου και Ιωάννου, Ιερομάρτυρος Ανανίου, Πέτρου δεσμοφύλακος και των συν αυτοίς επτά στρατιωτών, Μνήμη των αγίων δύο Μαρτύρων, Οσίων Συμεών, του επιλεγομένου Παλαιού, Κλήμεντος του εν τω Σαγματίω όρει, Αμμωνά, Αρκαδίου και Γαβριήλ, Ξενοφώντος, κτίτορος της εν Άθω ομωνύμου μονής, Αγίου Δαυίδ, βασιλέως της Γεωργίας, Γαβριήλ Μητροπολίτου Νόβγκοροντ, Κυρίλλου Μητροπολίτου Καζάν, Μνήμη του μεγάλου σεισμού, Μνήμη ανακομιδής των ιερών λειψάνων του Οσίου Θεοδώρου του Στουδίτου","Ξενοφών (Ξενοφώντας, Φόνης, Φόντας, Φώντας), Ξενοφωντία (Ξένια, Ξενοφώντη, Ξενοφωντίνα)",,,0,2,https://el.wikipedia.org/wiki/26_%CE%99%CE%B1%CE%BD%CE%BF%CF%85%CE%B1%CF%81%CE%AF%CE%BF%CF%85
